date,open,high,low,close,volume
2023-02-17,6.89,6.935,6.515,6.62,421925
2023-02-21,6.45,6.555,6.33,6.425,278885
2023-02-22,6.38,6.58,6.38,6.535,232066
2023-02-23,6.65,6.685,6.4,6.545,148791
2023-02-24,6.35,6.445,6.31,6.38,241864
2023-02-27,6.42,6.495,6.35,6.43,137846
2023-02-28,6.5,6.69,6.48,6.6,135493
2023-03-01,6.585,6.615,6.435,6.44,207981
2023-03-02,6.3,6.505,6.245,6.445,141311
2023-03-03,6.49,6.79,6.49,6.715,232480
2023-03-06,6.795,6.97,6.675,6.69,175556
2023-03-07,6.69,6.69,6.42,6.505,389184
2023-03-08,6.48,6.575,6.4,6.46,301933
2023-03-09,6.425,6.53,6.07,6.095,294031
2023-03-10,5.88,5.91,5.215,5.58,1617176
2023-03-13,5.455,5.565,5.105,5.5,947870
2023-03-14,5.71,5.73,5.43,5.54,629570
2023-03-15,5.33,5.46,5.275,5.415,579905
2023-03-16,5.32,5.53,5.28,5.45,404620
2023-03-17,5.46,5.535,5.34,5.455,435614
2023-03-20,5.44,5.535,5.19,5.225,381908
2023-03-21,5.35,5.595,5.32,5.565,335120
2023-03-22,5.8,6.03,5.54,5.56,713623
2023-03-23,5.66,5.875,5.58,5.775,399819
2023-03-24,5.65,5.83,5.65,5.745,187531
2023-03-27,5.8,5.875,5.73,5.765,657270
2023-03-28,5.74,5.78,5.515,5.59,508077
2023-03-29,5.655,5.915,5.655,5.745,469334
2023-03-30,5.9,5.9,5.625,5.725,373903
2023-03-31,5.75,6.17,5.675,6.075,349034
2023-04-03,6.2,6.26,5.94,6.035,441739
2023-04-04,6.09,6.1,5.835,5.89,163281
2023-04-05,5.855,5.855,5.58,5.745,384667
2023-04-06,5.67,5.8,5.62,5.755,310043
2023-04-10,5.705,5.92,5.67,5.915,266395
2023-04-11,5.9,6.015,5.865,5.965,243085
2023-04-12,6.04,6.05,5.67,5.825,287354
2023-04-13,5.885,5.98,5.84,5.86,161680
2023-04-14,5.965,6.02,5.775,5.915,134923
2023-04-17,5.87,5.995,5.81,5.955,180348
2023-04-18,6.01,6.01,5.9,5.975,169076
